@relation IBMdataset

@attribute 1 numeric
@attribute 0 numeric

@data
1118,35
1118,36
1118,38
1118,39
1118,43
1118,46
1118,47
1118,48
1118,49
1118,51
1118,54
1118,55
1118,57
1118,60
1118,61
1118,63
1118,66
1118,67
1118,68
1118,69
1118,73
1118,74
1118,77
1118,78
1118,81
1118,83
1118,84
1118,85
1118,86
1118,87
1118,88
1118,89
1118,90
1118,94
1118,96
1118,97
1119,0
1119,3
1119,4
1119,6
1119,8
1119,9
1119,13
1119,14
1119,21
1119,27
1119,28
1119,31
1119,35
1119,36
1119,38
1119,39
1119,42
1119,45
1119,47
1119,51
1119,52
1119,62
1119,67
1119,68
1119,69
1119,75
1119,80
1119,85
1119,86
1119,87
1119,89
1119,93
1119,94
1119,95
1119,98
1120,3
1120,4
1120,5
1120,8
1120,9
1120,10
1120,11
1120,14
1120,17
1120,21
1120,22
1120,28
1120,29
1120,31
1120,33
1120,34
1120,36
1120,38
1120,39
1120,47
1120,48
1120,53
1120,59
1120,60
1120,61
1120,62
1120,63
1120,66
1120,68
1120,69
1120,72
1120,73
1120,74
1120,78
1120,81
1120,83
1120,85
1120,86
1120,87
1120,89
1120,90
1120,93
1120,94
1120,95
1121,0
1121,3
1121,5
1121,6
1121,7
1121,8
1121,9
1121,11
1121,17
1121,19
1121,20
1121,23
1121,28
1121,33
1121,34
1121,38
1121,39
1121,42
1121,48
1121,49
1121,50
1121,51
1121,52
1121,53
1121,55
1121,57
1121,59
1121,61
1121,62
1121,63
1121,67
1121,68
1121,69
1121,70
1121,71
1121,73
1121,79
1121,85
1121,86
1121,87
1121,88
1121,89
1121,93
1122,3
1122,4
1122,5
1122,7
1122,8
1122,9
1122,10
1122,11
1122,14
1122,17
1122,19
1122,21
1122,23
1122,28
1122,29
1122,31
1122,33
1122,35
1122,36
1122,38
1122,39
1122,41
1122,42
1122,43
1122,47
1122,48
1122,49
1122,52
1122,54
1122,60
1122,61
1122,63
1122,67
1122,68
1122,69
1122,71
1122,73
1122,74
1122,78
1122,79
1122,80
1122,83
1122,85
1122,86
1122,87
1122,89
1122,92
1122,93
1122,94
1122,97
1122,98
1122,99
1123,0
1123,3
1123,4
1123,5
1123,6
1123,7
1123,8
1123,11
1123,12
1123,14
1123,15
1123,16
1123,18
1123,19
1123,21
1123,23
1123,28
1123,29
1123,31
1123,34
1123,35
1123,36
1123,38
1123,39
1123,40
1123,42
1123,43
1123,47
1123,48
1123,49
1123,50
1123,51
1123,57
1123,60
1123,61
1123,62
1123,63
1123,66
1123,67
1123,69
1123,71
1123,72
1123,73
1123,75
1123,77
1123,78
1123,80
1123,81
1123,85
1123,86
1123,87
1123,92
1123,93
1123,96
1123,98
1124,0
1124,5
1124,8
1124,9
1124,10
1124,11
1124,13
1124,14
1124,15
1124,17
1124,18
1124,23
1124,25
1124,26
1124,28
1124,29
1124,31
1124,36
1124,38
1124,39
1124,40
1124,42
1124,43
1124,47
1124,48
1124,51
1124,52
1124,53
1124,55
1124,57
1124,59
1124,60
1124,61
1124,62
1124,63
1124,66
1124,67
1124,69
1124,70
1124,71
1124,73
1124,78
1124,79
1124,80
1124,81
1124,85
1124,86
1124,87
1124,88
1124,89
1124,90
1124,93
1124,94
1124,97
1125,4
1125,8
1125,10
1125,11
1125,13
1125,14
1125,15
1125,17
1125,19
1125,21
1125,23
1125,29
1125,33
1125,35
1125,36
1125,38
1125,39
1125,40
1125,43
1125,46
1125,47
1125,48
1125,49
1125,51
1125,57
1125,60
1125,61
1125,63
1125,66
1125,67
1125,68
1125,69
1125,70
1125,71
1125,72
1125,73
1125,76
1125,77
1125,79
1125,80
1125,83
1125,85
1125,86
1125,87
1125,89
1126,0
1126,3
1126,4
1126,5
1126,7
1126,9
1126,10
1126,14
1126,21
1126,23
1126,26
1126,28
1126,29
1126,31
1126,34
1126,36
1126,39
1126,43
1126,46
1126,47
1126,48
1126,50
1126,51
1126,57
1126,61
1126,62
1126,63
1126,66
1126,67
1126,68
1126,69
1126,70
1126,71
1126,73
1126,74
1126,76
1126,78
1126,80
1126,83
1126,85
1126,86
1126,87
1126,89
1126,90
1126,94
1126,96
1127,4
1127,5
1127,6
1127,7
1127,8
1127,9
1127,10
1127,11
1127,12
1127,13
1127,14
1127,17
1127,18
1127,21
1127,23
1127,27
1127,29
1127,32
1127,33
1127,38
1127,39
1127,40
1127,45
1127,46
1127,48
1127,51
1127,52
1127,61
1127,62
1127,63
1127,66
1127,67
1127,68
1127,69
1127,72
1127,73
1127,78
1127,80
1127,81
1127,83
1127,85
1127,86
1127,87
1127,89
1127,91
1127,95
1127,97
1128,1
1128,3
1128,5
1128,6
1128,7
1128,8
1128,10
1128,11
1128,12
1128,14
1128,15
1128,17
1128,21
1128,23
1128,25
1128,26
1128,28
1128,33
1128,35
1128,36
1128,38
1128,40
1128,43
1128,44
1128,47
1128,48
1128,52
1128,55
1128,59
1128,61
1128,62
1128,63
1128,66
1128,67
1128,69
1128,71
1128,72
1128,74
1128,77
1128,78
1128,80
1128,81
1128,83
1128,85
1128,86
1128,87
1128,88
1128,89
1128,90
1128,93
1128,94
1128,95
1129,0
1129,3
1129,4
1129,5
1129,6
1129,7
1129,8
1129,9
1129,11
1129,13
1129,14
1129,16
1129,17
1129,19
1129,23
1129,26
1129,27
1129,29
1129,33
1129,34
1129,35
1129,36
1129,38
1129,40
1129,42
1129,43
1129,48
1129,52
1129,61
1129,62
1129,63
1129,66
1129,67
1129,71
1129,72
1129,73
1129,78
1129,80
1129,83
1129,85
1129,86
1129,87
1129,88
1129,95
1129,97
1129,98
1129,99
1130,0
1130,3
1130,5
1130,7
1130,8
1130,9
1130,11
1130,12
1130,14
1130,15
1130,17
1130,18
1130,21
1130,25
1130,28
1130,29
1130,32
1130,34
1130,35
1130,36
1130,38
1130,48
1130,49
1130,50
1130,52
1130,60
1130,61
1130,62
1130,63
1130,67
1130,68
1130,69
1130,70
1130,71
1130,74
1130,75
1130,76
1130,77
1130,80
1130,81
1130,83
1130,84
1130,85
1130,86
1130,87
1130,89
1130,93
1130,94
1131,3
1131,7
1131,8
1131,9
1131,11
1131,12
1131,14
1131,16
1131,17
1131,21
1131,23
1131,25
1131,26
1131,28
1131,29
1131,33
1131,34
1131,35
1131,36
1131,38
1131,39
1131,40
1131,41
1131,43
1131,45
1131,46
1131,47
1131,48
1131,49
1131,50
1131,51
1131,53
1131,57
1131,61
1131,62
1131,63
1131,68
1131,69
1131,70
1131,72
1131,73
1131,74
1131,75
1131,76
1131,78
1131,80
1131,81
1131,83
1131,85
1131,86
1131,87
1131,89
1131,90
1131,91
1131,93
1131,95
1131,97
1131,98
1131,99
1132,0
1132,9
1132,11
1132,12
1132,14
1132,17
1132,21
1132,22
1132,23
1132,27
1132,28
1132,36
1132,38
1132,39
1132,40
1132,42
1132,43
1132,48
1132,52
1132,53
1132,55
1132,60
1132,61
1132,62
1132,63
1132,67
1132,68
1132,69
1132,70
1132,71
1132,72
1132,73
1132,76
1132,78
1132,80
1132,81
1132,83
1132,85
1132,86
1132,94
1132,96
1133,3
1133,5
1133,8
1133,9
1133,13
1133,16
1133,19
1133,21
1133,25
1133,26
1133,29
1133,31
1133,35
1133,36
1133,38
1133,39
1133,40
1133,41
1133,42
1133,43
1133,47
1133,48
1133,53
1133,55
1133,60
1133,61
1133,62
1133,63
1133,67
1133,69
1133,72
1133,73
1133,80
1133,81
1133,83
1133,85
1133,86
1133,87
1133,89
1133,90
1133,93
1133,97
1133,98
1134,5
1134,7
1134,10
1134,11
1134,13
1134,14
1134,17
1134,21
1134,26
1134,28
1134,29
1134,31
1134,33
1134,34
1134,36
1134,38
1134,39
1134,41
1134,42
1134,47
1134,48
1134,49
1134,51
1134,52
1134,59
1134,60
1134,61
1134,62
1134,63
1134,66
1134,67
1134,68
1134,69
1134,72
1134,73
1134,76
1134,78
1134,80
1134,81
1134,83
1134,85
1134,86
1134,87
1134,89
1134,93
1134,94
1134,95
1134,97
1134,98
1135,0
1135,3
1135,4
1135,6
1135,8
1135,10
1135,11
1135,13
1135,14
1135,17
1135,18
1135,21
1135,23
1135,25
1135,27
1135,28
1135,29
1135,34
1135,35
1135,36
1135,38
1135,39
1135,40
1135,43
1135,45
1135,48
1135,49
1135,51
1135,53
1135,55
1135,59
1135,61
1135,62
1135,63
1135,66
1135,67
1135,69
1135,70
1135,71
1135,72
1135,74
1135,75
1135,78
1135,80
1135,81
1135,83
1135,85
1135,86
1135,87
1135,93
1136,3
1136,4
1136,5
1136,8
1136,11
1136,13
1136,14
1136,17
1136,19
1136,20
1136,21
1136,22
1136,24
1136,29
1136,33
1136,34
1136,35
1136,36
1136,38
1136,40
1136,41
1136,43
1136,46
1136,49
1136,52
1136,59
1136,60
1136,61
1136,62
1136,63
1136,66
1136,67
1136,69
1136,70
1136,72
1136,73
1136,76
1136,77
1136,78
1136,80
1136,86
1136,87
1136,88
1136,89
1136,90
1136,91
1136,93
1136,97
1137,3
1137,4
1137,8
1137,17
1137,18
1137,20
1137,28
1137,33
1137,34
1137,35
1137,36
1137,38
1137,40
1137,43
1137,46
1137,47
1137,48
1137,55
1137,59
1137,60
1137,61
1137,63
1137,65
1137,67
1137,69
1137,71
1137,72
1137,73
1137,74
1137,80
1137,85
1137,86
1137,87
1137,92
1137,93
1137,95
1137,97
1138,0
1138,3
1138,8
1138,11
1138,12
1138,13
1138,14
1138,17
1138,18
1138,26
1138,27
1138,28
1138,29
1138,32
1138,34
1138,35
1138,36
1138,39
1138,40
1138,41
1138,43
1138,45
1138,46
1138,47
1138,48
1138,51
1138,59
1138,61
1138,63
1138,64
1138,66
1138,67
1138,69
1138,71
1138,73
1138,75
1138,76
1138,78
1138,80
1138,81
1138,83
1138,85
1138,86
1138,87
1138,89
1138,90
1138,91
1138,92
1138,93
1138,95
1138,99
1139,3
1139,6
1139,7
1139,8
1139,9
1139,10
1139,11
1139,17
1139,18
1139,23
1139,28
1139,29
1139,34
1139,36
1139,38
1139,41
1139,46
1139,48
1139,49
1139,50
1139,52
1139,57
1139,60
1139,61
1139,62
1139,63
1139,68
1139,69
1139,71
1139,72
1139,73
1139,74
1139,75
1139,77
1139,78
1139,80
1139,81
1139,86
1139,87
1139,89
1139,90
1139,92
1139,96
1139,97
1140,0
1140,3
1140,6
1140,7
1140,8
1140,9
1140,10
1140,11
1140,17
1140,19
1140,24
1140,28
1140,29
1140,31
1140,33
1140,36
1140,38
1140,39
1140,40
1140,47
1140,48
1140,49
1140,50
1140,51
1140,53
1140,55
1140,60
1140,62
1140,63
1140,65
1140,67
1140,69
1140,71
1140,72
1140,73
1140,74
1140,76
1140,78
1140,80
1140,84
1140,86
1140,87
1140,88
1140,89
1140,90
1140,93
1140,95
1140,97
1141,1
1141,3
1141,4
1141,8
1141,9
1141,11
1141,14
1141,17
1141,22
1141,23
1141,26
1141,27
1141,28
1141,29
1141,34
1141,36
1141,38
1141,39
1141,40
1141,47
1141,48
1141,52
1141,59
1141,60
1141,61
1141,62
1141,63
1141,65
1141,66
1141,68
1141,69
1141,70
1141,71
1141,72
1141,73
1141,76
1141,80
1141,81
1141,83
1141,85
1141,86
1141,88
1141,89
1141,92
1141,93
1141,95
1141,96
1142,0
1142,3
1142,5
1142,9
1142,10
1142,13
1142,17
1142,18
1142,19
1142,21
1142,22
1142,25
1142,26
1142,28
1142,29
1142,34
1142,35
1142,36
1142,38
1142,39
1142,40
1142,41
1142,45
1142,48
1142,50
1142,53
1142,55
1142,57
1142,61
1142,63
1142,67
1142,69
1142,70
1142,72
1142,73
1142,78
1142,80
1142,81
1142,83
1142,85
1142,86
1142,87
1142,89
1142,95
1143,0
1143,3
1143,4
1143,9
1143,11
1143,12
1143,14
1143,17
1143,18
1143,20
1143,21
1143,24
1143,25
1143,28
1143,29
1143,33
1143,34
1143,35
1143,36
1143,38
1143,42
1143,43
1143,45
1143,47
1143,48
1143,52
1143,53
1143,55
1143,61
1143,62
1143,63
1143,66
1143,67
1143,68
1143,69
1143,70
1143,71
1143,72
1143,74
1143,76
1143,78
1143,80
1143,81
1143,83
1143,85
1143,87
1143,88
1143,89
1143,91
1143,97
1144,0
1144,3
1144,4
1144,7
1144,8
1144,9
1144,11
1144,12
1144,14
1144,17
1144,18
1144,22
1144,23
1144,24
1144,26
1144,28
1144,29
1144,31
1144,33
1144,36
1144,38
1144,39
1144,40
1144,43
1144,44
1144,45
1144,46
1144,47
1144,48
1144,49
1144,50
1144,51
1144,52
1144,53
1144,54
1144,57
1144,60
1144,61
1144,62
1144,63
1144,66
1144,69
1144,72
1144,73
1144,74
1144,78
1144,80
1144,81
1144,87
1144,96
1144,98
1145,0
1145,3
1145,4
1145,5
1145,8
1145,9
1145,11
1145,12
1145,13
1145,14
1145,17
1145,24
1145,26
1145,27
1145,28
1145,29
1145,34
1145,35
1145,36
1145,38
1145,39
1145,40
1145,42
1145,45
1145,46
1145,47
1145,48
1145,53
1145,55
1145,59
1145,63
1145,66
1145,67
1145,69
1145,71
1145,72
1145,73
1145,78
1145,80
1145,81
1145,85
1145,86
1145,87
1145,88
1145,89
1145,92
1145,93
1146,0
1146,3
1146,5
1146,6
1146,9
1146,10
1146,11
1146,12
1146,14
1146,17
1146,18
1146,20
1146,21
1146,23
1146,24
1146,26
1146,28
1146,29
1146,34
1146,35
1146,36
1146,38
1146,39
1146,41
1146,42
1146,43
1146,48
1146,51
1146,55
1146,59
1146,61
1146,62
1146,63
1146,66
1146,67
1146,68
1146,69
1146,70
1146,71
1146,72
1146,73
1146,76
1146,80
1146,81
1146,83
1146,84
1146,85
1146,86
1146,87
1146,88
1146,89
1146,90
1146,93
1146,99
1147,6
1147,7
1147,8
1147,11
1147,13
1147,14
1147,15
1147,16
1147,18
1147,24
1147,28
1147,29
1147,33
1147,35
1147,36
1147,38
1147,39
1147,40
1147,42
1147,47
1147,48
1147,51
1147,52
1147,53
1147,54
1147,60
1147,61
1147,62
1147,63
1147,66
1147,68
1147,69
1147,70
1147,71
1147,72
1147,73
1147,74
1147,75
1147,78
1147,79
1147,80
1147,81
1147,83
1147,86
1147,87
1147,90
1147,94
1147,97
1148,0
1148,3
1148,4
1148,5
1148,6
1148,8
1148,9
1148,10
1148,11
1148,14
1148,17
1148,19
1148,21
1148,22
1148,23
1148,25
1148,28
1148,29
1148,31
1148,33
1148,35
1148,36
1148,38
1148,39
1148,40
1148,41
1148,42
1148,43
1148,45
1148,47
1148,48
1148,49
1148,52
1148,55
1148,61
1148,62
1148,63
1148,64
1148,66
1148,68
1148,69
1148,72
1148,73
1148,78
1148,80
1148,81
1148,83
1148,85
1148,87
1148,88
1148,89
1148,90
1148,91
1148,96
1148,97
1149,3
1149,4
1149,8
1149,9
1149,10
1149,12
1149,13
1149,15
1149,17
1149,23
1149,26
1149,27
1149,29
1149,31
1149,34
1149,35
1149,36
1149,38
1149,39
1149,40
1149,42
1149,43
1149,47
1149,48
1149,50
1149,51
1149,52
1149,53
1149,60
1149,61
1149,63
1149,66
1149,68
1149,69
1149,72
1149,73
1149,74
1149,77
1149,78
1149,83
1149,85
1149,87
1149,89
1149,90
1149,93
1149,94
1149,95
1150,3
1150,4
1150,5
1150,7
1150,8
1150,9
1150,11
1150,13
1150,19
1150,21
1150,22
1150,25
1150,28
1150,31
1150,34
1150,35
1150,36
1150,38
1150,39
1150,40
1150,41
1150,42
1150,46
1150,47
1150,48
1150,51
1150,52
1150,57
1150,62
1150,63
1150,66
1150,69
1150,71
1150,74
1150,76
1150,77
1150,80
1150,81
1150,83
1150,85
1150,86
1150,87
1150,89
1150,91
1150,97
1150,98
1151,0
1151,4
1151,6
1151,8
1151,9
1151,11
1151,13
1151,14
1151,16
1151,17
1151,18
1151,19
1151,20
1151,22
1151,25
1151,26
1151,28
1151,30
1151,33
1151,34
1151,35
1151,36
1151,38
1151,39
1151,40
1151,41
1151,46
1151,47
1151,49
1151,50
1151,51
1151,52
1151,57
1151,61
1151,63
1151,65
1151,66
1151,68
1151,69
1151,71
1151,72
1151,74
1151,78
1151,80
1151,81
1151,85
1151,86
1151,87
1151,89
1151,93
1151,95
1151,98
1152,6
1152,8
1152,10
1152,14
1152,17
1152,19
1152,22
1152,23
1152,24
1152,28
1152,32
1152,33
1152,34
1152,35
1152,36
1152,38
1152,39
1152,40
1152,41
1152,43
1152,44
1152,48
1152,49
1152,50
1152,51
1152,55
1152,62
1152,63
1152,67
1152,68
1152,69
1152,70
1152,74
1152,75
1152,80
1152,81
1152,83
1152,85
1152,86
1152,87
1152,88
1152,89
1152,93
1153,7
1153,8
1153,9
1153,11
1153,17
1153,21
1153,22
1153,23
1153,25
1153,26
1153,28
1153,29
1153,35
1153,36
1153,38
1153,39
1153,40
1153,41
1153,42
1153,43
1153,47
1153,48
1153,50
1153,51
1153,52
1153,55
1153,61
1153,63
1153,69
1153,71
1153,72
1153,73
1153,76
1153,79
1153,80
1153,81
1153,85
1153,87
1153,88
1153,93
1153,95
1153,96
1153,97
1153,99
1154,0
1154,3
1154,6
1154,8
1154,9
1154,11
1154,12
1154,17
1154,18
1154,20
1154,21
1154,22
1154,23
1154,26
1154,28
1154,29
1154,31
1154,35
1154,36
1154,38
1154,40
1154,41
1154,42
1154,47
1154,48
1154,49
1154,51
1154,52
1154,53
1154,57
1154,62
1154,63
1154,69
1154,70
1154,71
1154,72
1154,73
1154,76
1154,78
1154,80
1154,81
1154,83
1154,84
1154,86
1154,87
1154,88
1154,89
1154,93
1154,95
1154,97
1155,3
1155,5
1155,8
1155,9
1155,10
1155,11
1155,14
1155,17
1155,19
1155,20
1155,23
1155,24
1155,33
1155,35
1155,36
1155,38
1155,39
1155,40
1155,43
1155,47
1155,48
1155,50
1155,51
1155,52
1155,53
1155,60
1155,62
1155,63
1155,68
1155,69
1155,71
1155,72
1155,73
1155,74
1155,75
1155,78
1155,80
1155,83
1155,85
1155,86
1155,87
1155,89
1155,90
1155,97
1155,98
1156,5
1156,7
1156,11
1156,17
1156,18
1156,20
1156,21
1156,23
1156,24
1156,26
1156,29
1156,33
1156,34
1156,36
1156,38
1156,39
1156,40
1156,43
1156,44
1156,45
1156,47
1156,48
1156,50
1156,51
1156,60
1156,62
1156,63
1156,66
1156,67
1156,68
1156,69
1156,70
1156,72
1156,75
1156,78
1156,81
1156,83
1156,85
1156,87
1156,88
1156,92
1156,93
1156,95
1157,6
1157,7
1157,8
1157,9
1157,10
1157,14
1157,22
1157,24
1157,28
1157,29
1157,33
1157,36
1157,38
1157,39
1157,40
1157,41
1157,42
1157,46
1157,47
1157,48
1157,49
1157,53
1157,55
1157,57
1157,62
1157,63
1157,66
1157,67
1157,68
1157,69
1157,71
1157,73
1157,74
1157,78
1157,80
1157,81
1157,85
1157,86
1157,87
1157,88
1157,89
1157,93
1157,95
1157,99
1158,7
1158,8
1158,9
1158,11
1158,12
1158,13
1158,14
1158,17
1158,19
1158,23
1158,25
1158,26
1158,28
1158,29
1158,33
1158,34
1158,35
1158,36
1158,38
1158,39
1158,42
1158,43
1158,44
1158,45
1158,46
1158,47
1158,48
1158,49
1158,51
1158,52
1158,53
1158,55
1158,57
1158,61
1158,63
1158,68
1158,69
1158,70
1158,72
1158,78
1158,80
1158,85
1158,86
1158,87
1158,88
1158,89
1158,90
1158,91
1158,92
1158,96
1158,97
1158,99
1159,4
1159,7
1159,8
1159,9
1159,10
1159,11
1159,14
1159,16
1159,17
1159,21
1159,23
1159,24
1159,26
1159,27
1159,28
1159,29
1159,36
1159,38
1159,42
1159,43
1159,47
1159,48
1159,50
1159,57
1159,61
1159,62
1159,63
1159,66
1159,67
1159,69
1159,70
1159,71
1159,72
1159,73
1159,74
1159,78
1159,80
1159,81
1159,86
1159,87
1159,92
1159,93
1159,94
1160,3
1160,6
1160,7
1160,8
1160,9
1160,11
1160,13
1160,14
1160,17
1160,19
1160,20
1160,21
1160,23
1160,26
1160,27
1160,28
1160,29
1160,33
1160,34
1160,36
1160,38
1160,39
1160,40
1160,41
1160,43
1160,45
1160,47
1160,48
1160,50
1160,51
1160,52
1160,53
1160,55
1160,59
1160,61
1160,62
1160,63
1160,66
1160,68
1160,69
1160,71
1160,72
1160,73
1160,74
1160,76
1160,78
1160,79
1160,80
1160,81
1160,85
1160,86
1160,87
1160,89
1160,91
1160,93
1160,95
1160,96
1160,97
1161,0
1161,5
1161,6
1161,7
1161,8
1161,9
1161,11
1161,12
1161,13
1161,14
1161,16
1161,17
1161,18
1161,19
1161,21
1161,23
1161,24
1161,25
1161,26
1161,28
1161,29
1161,35
1161,36
1161,38
1161,39
1161,40
1161,42
1161,43
1161,46
1161,47
1161,48
1161,51
1161,52
1161,53
1161,54
1161,55
1161,57
1161,60
1161,62
1161,63
1161,67
1161,68
1161,69
1161,70
1161,72
1161,73
1161,78
1161,83
1161,84
1161,85
1161,86
1161,87
1161,89
1161,91
1161,92
1161,93
1161,95
1161,97
1162,3
1162,5
1162,6
1162,7
1162,8
1162,9
1162,11
1162,14
1162,17
1162,18
1162,19
1162,20
1162,21
1162,23
1162,24
1162,25
1162,26
1162,33
1162,34
1162,36
1162,38
1162,39
1162,41
1162,43
1162,45
1162,48
1162,50
1162,53
1162,55
1162,61
1162,62
1162,63
1162,67
1162,69
1162,71
1162,74
1162,78
1162,79
1162,80
1162,81
1162,83
1162,85
1162,86
1162,87
1162,88
1162,90
1162,91
1162,92
1162,93
1162,97
1162,98
1163,3
1163,8
1163,9
1163,12
1163,13
1163,14
1163,17
1163,21
1163,22
1163,26
1163,27
1163,28
1163,29
1163,33
1163,34
1163,35
1163,36
1163,38
1163,39
1163,41
1163,42
1163,44
1163,45
1163,48
1163,51
1163,53
1163,59
1163,60
1163,61
1163,62
1163,63
1163,66
1163,67
1163,69
1163,70
1163,71
1163,72
1163,73
1163,78
1163,80
1163,81
1163,83
1163,87
1163,88
1163,89
1163,90
1163,94
1164,4
1164,5
1164,7
1164,8
1164,9
1164,11
1164,13
1164,14
1164,17
1164,20
1164,21
1164,24
1164,28
1164,33
1164,34
1164,35
1164,36
1164,38
1164,39
1164,44
1164,46
1164,47
1164,48
1164,50
1164,51
1164,52
1164,54
1164,57
1164,60
1164,61
1164,63
1164,70
1164,71
1164,76
1164,77
1164,79
1164,80
1164,81
1164,83
1164,85
1164,87
1164,95
1164,97
1165,0
1165,4
1165,5
1165,7
1165,8
1165,9
1165,10
1165,12
1165,13
1165,14
1165,17
1165,18
1165,19
1165,23
1165,25
1165,26
1165,28
1165,29
1165,32
1165,33
1165,36
1165,38
1165,40
1165,42
1165,43
1165,45
1165,47
1165,48
1165,51
1165,52
1165,63
1165,67
1165,69
1165,70
1165,72
1165,73
1165,75
1165,81
1165,83
1165,85
1165,87
1165,88
1165,89
1165,90
1165,95
1166,0
1166,3
1166,4
1166,5
1166,6
1166,7
1166,8
1166,9
1166,10
1166,11
1166,13
1166,14
1166,17
1166,19
1166,23
1166,24
1166,28
1166,29
1166,33
1166,35
1166,36
1166,38
1166,39
1166,40
1166,41
1166,42
1166,43
1166,46
1166,47
1166,48
1166,52
1166,55
1166,59
1166,61
1166,62
1166,63
1166,67
1166,70
1166,71
1166,72
1166,73
1166,74
1166,77
1166,78
1166,79
1166,80
1166,81
1166,83
1166,85
1166,86
1166,87
1166,92
1166,93
1166,95
1166,96
1166,97
1166,98
1167,3
1167,5
1167,8
1167,9
1167,11
1167,15
1167,17
1167,19
1167,20
1167,21
1167,22
1167,23
1167,24
1167,26
1167,28
1167,35
1167,36
1167,38
1167,39
1167,41
1167,42
1167,43
1167,46
1167,47
1167,48
1167,50
1167,51
1167,55
1167,62
1167,63
1167,66
1167,67
1167,68
1167,69
1167,73
1167,74
1167,79
1167,80
1167,81
1167,83
1167,85
1167,86
1167,87
1167,89
1167,91
1167,93
1167,97
1167,99
1168,3
1168,5
1168,6
1168,7
1168,8
1168,9
1168,11
1168,12
1168,14
1168,15
1168,17
1168,19
1168,21
1168,26
1168,28
1168,34
1168,36
1168,38
1168,39
1168,40
1168,42
1168,43
1168,45
1168,49
1168,50
1168,51
1168,53
1168,60
1168,61
1168,62
1168,63
1168,66
1168,67
1168,69
1168,70
1168,78
1168,80
1168,81
1168,83
1168,85
1168,87
1168,89
1168,93
1169,3
1169,4
1169,5
1169,6
1169,8
1169,10
1169,11
1169,12
1169,13
1169,16
1169,17
1169,22
1169,23
1169,28
1169,29
1169,31
1169,33
1169,34
1169,36
1169,38
1169,39
1169,40
1169,41
1169,42
1169,43
1169,47
1169,48
1169,49
1169,50
1169,51
1169,52
1169,55
1169,56
1169,59
1169,61
1169,62
1169,63
1169,67
1169,69
1169,70
1169,71
1169,74
1169,78
1169,79
1169,80
1169,81
1169,83
1169,84
1169,85
1169,86
1169,87
1169,89
1169,93
1169,94
1169,95
1170,0
1170,3
1170,5
1170,7
1170,8
1170,14
1170,17
1170,19
1170,21
1170,28
1170,29
1170,30
1170,33
1170,34
1170,38
1170,40
1170,43
1170,46
1170,47
1170,48
1170,49
1170,52
1170,53
1170,60
1170,61
1170,62
1170,63
1170,66
1170,68
1170,69
1170,73
1170,74
1170,75
1170,78
1170,85
1170,86
1170,87
1170,89
1170,90
1170,92
1170,93
1170,95
1170,97
1170,98
1170,99
1171,3
1171,5
1171,6
1171,7
1171,8
1171,9
1171,11
1171,12
1171,13
1171,14
1171,17
1171,19
1171,22
1171,24
1171,25
1171,28
1171,29
1171,31
1171,33
1171,35
1171,36
1171,38
1171,39
1171,40
1171,42
1171,43
1171,44
1171,46
1171,47
1171,48
1171,51
1171,54
1171,55
1171,57
1171,59
1171,60
1171,61
1171,62
1171,63
1171,66
1171,69
1171,70
1171,71
1171,73
1171,74
1171,78
1171,81
1171,83
1171,85
1171,86
1171,87
1171,89
1171,90
1171,92
1171,93
1171,94
1171,96
1171,99
1172,3
1172,5
1172,6
1172,8
1172,9
1172,10
1172,11
1172,12
1172,17
1172,18
1172,21
1172,23
1172,26
1172,27
1172,28
1172,29
1172,34
1172,36
1172,38
1172,39
1172,40
1172,42
1172,43
1172,45
1172,47
1172,48
1172,50
1172,52
1172,53
1172,55
1172,59
1172,60
1172,61
1172,63
1172,66
1172,67
1172,68
1172,69
1172,71
1172,72
1172,74
1172,76
1172,78
1172,80
1172,81
1172,84
1172,85
1172,86
1172,87
1172,89
1172,93
1172,95
1172,99
1173,2
1173,5
1173,6
1173,7
1173,8
1173,9
1173,10
1173,11
1173,13
1173,16
1173,17
1173,19
1173,21
1173,23
1173,26
1173,28
1173,29
1173,34
1173,35
1173,36
1173,38
1173,39
1173,40
1173,42
1173,43
1173,47
1173,48
1173,49
1173,51
1173,52
1173,61
1173,62
1173,63
1173,67
1173,69
1173,70
1173,78
1173,80
1173,83
1173,87
1173,89
1173,91
1173,93
1173,96
1174,0
1174,5
1174,6
1174,7
1174,8
1174,9
1174,11
1174,14
1174,17
1174,19
1174,21
1174,23
1174,27
1174,28
1174,33
1174,34
1174,35
1174,36
1174,38
1174,39
1174,40
1174,41
1174,43
1174,46
1174,47
1174,48
1174,49
1174,50
1174,51
1174,52
1174,53
1174,55
1174,60
1174,61
1174,62
1174,63
1174,66
1174,67
1174,68
1174,69
1174,71
1174,73
1174,76
1174,78
1174,79
1174,80
1174,85
1174,86
1174,87
1174,88
1174,89
1174,90
1174,93
1174,94
1174,98
1175,0
1175,3
1175,4
1175,5
1175,6
1175,7
1175,8
1175,10
1175,11
1175,14
1175,15
1175,17
1175,20
1175,21
1175,23
1175,24
1175,25
1175,26
1175,28
1175,29
1175,34
1175,35
1175,36
1175,38
1175,40
1175,42
1175,43
1175,46
1175,47
1175,48
1175,49
1175,51
1175,52
1175,53
1175,55
1175,57
1175,61
1175,63
1175,67
1175,69
1175,70
1175,72
1175,74
1175,78
1175,80
1175,83
1175,85
1175,86
1175,87
1175,91
1175,93
1175,99
1176,0
1176,6
